   Dump For Table thana from Database dgfpmis_ss8 on 10-22-2018 14:45
thana	ECouple	Pill	Condom	Injectable	IUD	Implant	PerMale	PerFemale	Tpermanent	GrandTotal	CAR	
Panchlaish	8709	3019	1380	1116	322	838	224	144	368	7043	80.8704
Rangunia	16074	5838	985	2866	450	636	155	1184	1339	12114	75.3639
Doublemooring	11733	3327	2339	2121	479	285	316	469	785	9336	79.5704
Fatichhari	12715	3902	869	2845	297	398	43	804	847	9158	72.0252
Sitakunda	17000	6485	1110	2894	884	520	47	782	829	12722	74.8353
Rawzan	3132	1325	292	454	139	15	5	120	125	2350	75.0319
Sandwip	5553	2197	186	1121	221	64	15	66	81	3870	69.6921
Banshkhali	8163	2987	485	1098	72	124	35	113	148	4914	60.1985
Satkania	12993	5850	482	1873	442	346	91	629	720	9713	74.7556
Anwara	6421	2521	474	801	281	201	85	237	322	4600	71.6399
Patiya	1595	594	113	208	38	68	4	80	84	1105	69.2790
Lohagora	11327	5271	1080	2950	62	220	22	159	181	9764	86.2011

 
