   Dump For Table thana from Database dgfpmis_ss8 on 10-22-2018 15:00
thana	ECouple	Pill	Condom	Injectable	IUD	Implant	PerMale	PerFemale	Tpermanent	GrandTotal	CAR	
Nagarpur	8650	4110	530	722	178	389	46	542	588	6517	75.3410
Bhuapur	7183	3358	659	530	385	564	98	138	236	5732	79.7995
Ghatail	14607	5936	1145	1579	670	710	534	747	1281	11321	77.5039
Basail	14806	5522	1308	2496	1299	427	333	667	1000	12052	81.3994
Tangail Sadar	15503	5238	1989	2431	267	1939	305	677	982	12846	82.8614
Kalihati	29527	12708	2780	3446	728	1211	524	2270	2794	23667	80.1538
Modhupur	46451	21591	2491	7123	996	1360	1671	2360	4031	37592	80.9283
Gopalpur	15251	4786	2511	2910	424	563	266	565	831	12025	78.8473
Delduar	9507	4424	860	1131	245	412	70	842	912	7984	83.9802

 
