   Dump For Table thana from Database dgfpmis_ss8 on 10-22-2018 14:36
thana	ECouple	Pill	Condom	Injectable	IUD	Implant	PerMale	PerFemale	Tpermanent	GrandTotal	CAR	
Jhikarghachha	6826	1592	331	1841	566	304	246	707	953	5587	81.8488
Jessore Sadar	66085	21552	5581	14235	3056	2809	2438	3075	5513	52746	79.8154
Sarsa	9713	2900	536	1901	423	440	380	671	1051	7251	74.6525
Keshobpur	9638	3481	359	2397	113	311	383	532	915	7576	78.6055
Bagherpara	15745	6355	1370	2811	677	935	399	897	1296	13444	85.3858
Monirampur	7832	2150	321	2431	39	338	367	864	1231	6510	83.1205
Abhaynagar	4933	1159	639	1103	93	81	89	229	318	3393	68.7817
Chowgachha	2241	725	158	437	108	86	92	268	360	1874	83.6234

 
