   Dump For Table thana from Database dgfpmis_ss8 on 10-22-2018 14:34
thana	ECouple	Pill	Condom	Injectable	IUD	Implant	PerMale	PerFemale	Tpermanent	GrandTotal	CAR	
Jhikarghachha	6815	1552	335	1852	538	300	246	703	949	5526	81.0858
Jessore Sadar	66588	21862	5792	14361	2955	2764	2427	3059	5486	53220	79.9243
Sarsa	11005	3512	604	2146	413	466	455	748	1203	8344	75.8201
Keshobpur	9614	3451	357	2396	109	310	383	532	915	7538	78.4065
Bagherpara	16853	6769	1400	2952	666	926	425	1011	1436	14149	83.9554
Monirampur	7793	2121	324	2398	39	344	367	860	1227	6453	82.8051
Abhaynagar	4271	1144	595	1038	74	64	72	215	287	3202	74.9707
Chowgachha	2135	704	154	395	110	78	92	265	357	1798	84.2155

 
