   Dump For Table thana from Database dgfpmis_ss8 on 10-22-2018 14:58
thana	ECouple	Pill	Condom	Injectable	IUD	Implant	PerMale	PerFemale	Tpermanent	GrandTotal	CAR	
Panchlaish	8707	3096	1436	1185	348	960	226	146	372	7397	84.9546
Rangunia	15054	5407	1196	2414	426	729	137	1068	1205	11377	75.5746
Doublemooring	11712	3395	2379	2241	487	337	319	472	791	9630	82.2234
Fatichhari	12764	3985	901	2913	316	459	44	804	848	9422	73.8170
Sitakunda	12566	4012	1208	2211	636	270	46	499	545	8882	70.6828
Mirsharai	2643	880	141	401	137	79	0	265	265	1903	72.0015
Rawzan	3135	982	304	523	208	78	8	128	136	2231	71.1643
Sandwip	3812	1503	100	764	155	66	15	73	88	2676	70.1994
Chandlaish	5638	2373	528	278	237	302	33	381	414	4132	73.2884
Banshkhali	11260	5016	689	2068	346	598	78	241	319	9036	80.2487
Satkania	10341	4502	349	1548	342	472	62	647	709	7922	76.6077
Anwara	6386	2531	509	921	306	250	85	238	323	4840	75.7908
Patiya	1638	624	124	226	44	93	4	83	87	1198	73.1380
Lohagora	9284	4086	503	1184	70	231	23	225	248	6322	68.0956

 
