   Dump For Table thana from Database dgfpmis_ss8 on 10-22-2018 14:40
thana	ECouple	Pill	Condom	Injectable	IUD	Implant	PerMale	PerFemale	Tpermanent	GrandTotal	CAR	
Jhikarghachha	6850	1520	296	1837	615	334	246	746	992	5594	81.6642
Jessore Sadar	65774	21023	5445	14258	3184	3429	2530	3120	5650	52989	80.5622
Sarsa	8608	2426	431	1793	236	401	359	604	963	6250	72.6069
Keshobpur	9678	3480	350	2408	116	349	384	535	919	7622	78.7559
Bagherpara	15975	6371	1399	2846	729	1081	504	907	1411	13837	86.6166
Monirampur	7901	2141	339	2454	37	361	367	873	1240	6572	83.1793
Abhaynagar	4942	1177	666	1202	110	96	106	247	353	3604	72.9259
Chowgachha	798	253	46	189	31	30	32	96	128	677	84.8371

 
