   Dump For Table thana from Database dgfpmis_ss8 on 10-22-2018 14:40
thana	ECouple	Pill	Condom	Injectable	IUD	Implant	PerMale	PerFemale	Tpermanent	GrandTotal	CAR	
Mirzapur	6087	3183	525	374	126	73	41	741	782	5063	83.1773
Bhuapur	6774	3668	817	414	98	319	88	137	225	5541	81.7981
Ghatail	9243	3877	795	1230	306	238	319	410	729	7175	77.6263
Basail	15011	5456	1631	2580	706	245	285	592	877	11495	76.5772
Tangail Sadar	13945	5552	2058	2518	333	942	235	434	669	12072	86.5687
Kalihati	39419	12636	2872	555	424	519	2066	1477	3543	20549	52.1297
Modhupur	23040	9582	739	3567	348	367	925	1225	2150	16753	72.7127
Gopalpur	13455	4105	2517	2730	167	241	192	461	653	10413	77.3913
Delduar	7883	3258	577	739	154	180	65	734	799	5707	72.3963

 
