   Dump For Table thana from Database dgfpmis_ss8 on 10-22-2018 14:42
thana	ECouple	Pill	Condom	Injectable	IUD	Implant	PerMale	PerFemale	Tpermanent	GrandTotal	CAR	
Panchlaish	8706	3079	1435	1190	304	716	223	143	366	7090	81.4381
Rangunia	20435	7350	1016	3204	862	866	174	1979	2153	15451	75.6105
Doublemooring	11735	3370	2378	2060	479	264	316	468	784	9335	79.5484
Fatichhari	12647	3977	831	2811	289	373	43	797	840	9121	72.1199
Sitakunda	16772	6566	1084	2826	821	528	47	775	822	12647	75.4054
Rawzan	3129	1352	263	425	129	11	2	113	115	2295	73.3461
Sandwip	5532	2178	193	1117	219	64	15	66	81	3852	69.6312
Chandlaish	5500	2500	331	397	151	130	28	371	399	3908	71.0545
Satkania	12961	5785	444	1809	462	317	90	624	714	9531	73.5360
Anwara	5966	2247	449	776	269	182	84	229	313	4236	71.0023
Patiya	1584	580	107	194	38	64	4	80	84	1067	67.3611
Lohagora	11327	5272	1079	2577	58	184	22	154	176	9346	82.5108

 
