   Dump For Table thana from Database dgfpmis_ss8 on 10-22-2018 14:48
thana	ECouple	Pill	Condom	Injectable	IUD	Implant	PerMale	PerFemale	Tpermanent	GrandTotal	CAR	
Panchlaish	8707	3014	1381	1101	337	898	226	146	372	7103	81.5780
Rangunia	14534	5181	968	2526	387	576	139	1076	1215	10853	74.6732
Doublemooring	11730	3334	2347	2186	487	312	319	472	791	9457	80.6223
Fatichhari	12740	3963	903	2899	308	420	44	804	848	9341	73.3203
Sitakunda	11072	3714	981	1999	612	273	45	493	538	8117	73.3111
Rawzan	3138	1340	301	438	149	21	8	122	130	2379	75.8126
Sandwip	5574	2201	168	1100	221	65	15	66	81	3836	68.8195
Chandlaish	5544	2627	414	292	159	211	29	377	406	4109	74.1162
Banshkhali	10164	4236	691	1570	237	363	60	229	289	7386	72.6682
Satkania	14723	6449	582	2144	491	490	112	821	933	11089	75.3175
Anwara	5613	2246	270	825	267	228	85	208	293	4129	73.5614
Patiya	1609	614	120	220	38	72	4	81	85	1149	71.4108
Lohagora	18324	8207	1400	4205	350	423	82	965	1047	15632	85.3089

 
