   Dump For Table thana from Database dgfpmis_ss8 on 10-22-2018 14:44
thana	ECouple	Pill	Condom	Injectable	IUD	Implant	PerMale	PerFemale	Tpermanent	GrandTotal	CAR	
Panchlaish	8708	3050	1398	1156	310	792	224	143	367	7073	81.2242
Rangunia	20569	7482	1110	3295	851	890	177	1985	2162	15790	76.7660
Doublemooring	11733	3340	2357	2066	479	278	316	469	785	9305	79.3062
Fatichhari	12696	3947	827	2811	292	374	43	798	841	9092	71.6131
Sitakunda	16904	6479	1101	2860	861	530	47	779	826	12657	74.8758
Rawzan	3130	1332	282	424	130	15	2	113	115	2298	73.4185
Sandwip	5540	2200	191	1132	221	64	15	66	81	3889	70.1986
Chandlaish	5513	2547	339	360	153	136	28	371	399	3934	71.3586
Banshkhali	8159	2850	464	975	72	95	35	110	145	4601	56.3917
Satkania	12975	5840	477	1865	448	324	90	627	717	9671	74.5356
Anwara	5966	2279	464	781	273	189	84	229	313	4299	72.0583
Patiya	3430	1127	235	503	171	170	9	189	198	2404	70.0875
Lohagora	11327	5286	1094	2701	60	201	22	156	178	9520	84.0470

 
