   Dump For Table thana from Database dgfpmis_ss8 on 10-22-2018 14:41
thana	ECouple	Pill	Condom	Injectable	IUD	Implant	PerMale	PerFemale	Tpermanent	GrandTotal	CAR	
Panchlaish	8703	3092	1420	1189	305	701	222	143	365	7072	81.2593
Rangunia	10637	3623	507	1905	379	579	116	925	1041	8034	75.5288
Doublemooring	11732	3383	2374	1990	476	253	315	467	782	9258	78.9124
Fatichhari	12586	3926	802	2776	285	343	43	797	840	8972	71.2856
Sitakunda	16686	6477	1078	2849	773	532	47	775	822	12531	75.0989
Rawzan	3127	1328	245	408	124	18	2	113	115	2238	71.5702
Sandwip	5526	2172	209	1110	219	64	15	66	81	3855	69.7611
Banshkhali	8215	3294	447	876	69	69	35	107	142	4897	59.6105
Satkania	12953	5728	413	1739	463	310	90	623	713	9366	72.3076
Anwara	5966	2233	461	756	268	179	84	227	311	4208	70.5330
Patiya	1577	587	110	202	38	66	3	80	83	1086	68.8649
Lohagora	11327	5247	1061	2553	57	170	21	154	175	9263	81.7781

 
