   Dump For Table thana from Database dgfpmis_ss8 on 10-22-2018 14:34
thana	ECouple	Pill	Condom	Injectable	IUD	Implant	PerMale	PerFemale	Tpermanent	GrandTotal	CAR	
Jhikarghachha	6795	1534	333	1858	540	304	250	710	960	5529	81.3687
Jessore Sadar	66545	21847	5768	14359	2944	2754	2425	3056	5481	53153	79.8753
Sarsa	11003	3469	597	2179	412	491	455	748	1203	8351	75.8975
Keshobpur	9610	3452	361	2399	109	309	383	532	915	7545	78.5120
Bagherpara	16848	6759	1404	2957	665	920	420	1011	1431	14136	83.9031
Monirampur	7783	2120	320	2392	40	332	367	858	1225	6429	82.6031
Abhaynagar	4208	971	871	1060	109	100	149	304	453	3564	84.6958
Chowgachha	2134	697	151	387	109	80	92	265	357	1781	83.4583

 
