   Dump For Table thana from Database dgfpmis_ss8 on 10-22-2018 14:38
thana	ECouple	Pill	Condom	Injectable	IUD	Implant	PerMale	PerFemale	Tpermanent	GrandTotal	CAR	
Panchlaish	8700	3200	1507	1196	292	645	201	139	340	7180	82.5287
Rangunia	8836	2722	412	1637	350	541	114	921	1035	6697	75.7922
Doublemooring	11730	3425	2415	1985	469	227	312	456	768	9289	79.1901
Fatichhari	12488	3662	709	2577	273	343	32	795	827	8391	67.1925
Sitakunda	15834	6312	1002	2564	598	578	47	775	822	11876	75.0032
Rawzan	8630	3477	636	919	390	125	17	576	593	6140	71.1472
Sandwip	9720	3627	297	1691	310	86	28	127	155	6166	63.4362
Chandlaish	5470	2526	334	443	144	111	26	368	394	3952	72.2486
Banshkhali	11289	4695	673	2163	106	116	79	176	255	8008	70.9363
Satkania	15224	6547	450	2100	576	303	96	808	904	10880	71.4661
Anwara	9105	3631	513	1123	579	228	130	400	530	6604	72.5316
Patiya	5150	1725	328	736	236	217	22	375	397	3639	70.6602
Lohagora	11215	5201	1017	2580	49	125	20	147	167	9139	81.4891

 
