   Dump For Table thana from Database dgfpmis_ss8 on 10-22-2018 14:48
thana	ECouple	Pill	Condom	Injectable	IUD	Implant	PerMale	PerFemale	Tpermanent	GrandTotal	CAR	
Panchlaish	8709	3017	1387	1107	338	903	226	146	372	7124	81.8004
Rangunia	14570	5186	988	2506	371	575	137	1062	1199	10825	74.2965
Doublemooring	11728	3336	2348	2188	487	315	319	472	791	9465	80.7043
Fatichhari	12749	3963	903	2899	309	438	44	804	848	9360	73.4175
Sitakunda	11112	3724	1006	1977	609	273	45	493	538	8127	73.1371
Rawzan	3141	1344	314	446	150	22	8	122	130	2406	76.5998
Sandwip	5579	2307	164	1097	221	65	15	66	81	3935	70.5324
Chandlaish	5547	2633	416	288	160	214	29	377	406	4117	74.2203
Banshkhali	10165	4219	648	1620	238	370	60	229	289	7384	72.6414
Satkania	14729	6453	584	2145	486	494	113	821	934	11096	75.3344
Anwara	5615	2247	266	828	268	230	85	208	293	4132	73.5886
Patiya	1609	621	123	227	38	73	4	81	85	1167	72.5295
Lohagora	18324	8370	1410	4267	354	423	82	966	1048	15872	86.6186

 
