   Dump For Table thana from Database dgfpmis_ss8 on 10-22-2018 14:43
thana	ECouple	Pill	Condom	Injectable	IUD	Implant	PerMale	PerFemale	Tpermanent	GrandTotal	CAR	
Panchlaish	8708	3056	1406	1173	310	765	223	143	366	7076	81.2586
Rangunia	20521	7468	1095	3276	856	885	178	1985	2163	15743	76.7165
Doublemooring	11735	3341	2363	2086	479	272	316	469	785	9326	79.4717
Fatichhari	12693	3947	829	2815	290	374	43	797	840	9095	71.6537
Sitakunda	9333	3551	801	1659	489	240	45	305	350	7090	75.9670
Rawzan	3130	1335	287	422	127	15	2	113	115	2301	73.5144
Sandwip	5538	2193	189	1136	221	64	15	66	81	3884	70.1336
Chandlaish	5510	2529	327	367	151	136	28	371	399	3909	70.9437
Banshkhali	8176	2866	469	989	72	94	35	110	145	4635	56.6903
Satkania	12975	5829	462	1850	447	324	90	627	717	9629	74.2119
Anwara	5966	2273	463	780	273	189	84	229	313	4291	71.9242
Patiya	3428	1126	232	502	171	170	9	189	198	2399	69.9825
Lohagora	11327	5291	1096	2600	61	199	22	155	177	9424	83.1994

 
