   Dump For Table thana from Database dgfpmis_ss8 on 10-22-2018 14:57
thana	ECouple	Pill	Condom	Injectable	IUD	Implant	PerMale	PerFemale	Tpermanent	GrandTotal	CAR	
Bhuapur	7133	3395	679	490	374	549	98	138	236	5723	80.2327
Ghatail	14523	6056	1295	1714	627	635	532	746	1278	11605	79.9077
Basail	14804	5165	1648	2497	1271	409	332	667	999	11989	80.9849
Tangail Sadar	15405	5236	1999	2394	269	1856	305	677	982	12736	82.6745
Kalihati	29507	12796	2862	3483	712	1161	522	2266	2788	23802	80.6656
Modhupur	46443	21508	2406	7024	907	1322	1668	2357	4025	37192	80.0810
Gopalpur	15251	4775	2570	2913	397	530	266	561	827	12012	78.7620
Delduar	9507	4248	790	1054	245	408	70	842	912	7657	80.5407

 
