   Dump For Table thana from Database dgfpmis_ss8 on 10-22-2018 14:50
thana	ECouple	Pill	Condom	Injectable	IUD	Implant	PerMale	PerFemale	Tpermanent	GrandTotal	CAR	
Panchlaish	8707	3022	1405	1097	345	919	226	146	372	7160	82.2327
Rangunia	14842	5362	1468	2488	434	444	148	1206	1354	11550	77.8197
Doublemooring	11718	3351	2349	2197	487	324	319	472	791	9499	81.0633
Fatichhari	12764	3982	907	2905	314	459	44	804	848	9415	73.7621
Sitakunda	11359	3740	1034	1964	606	274	45	494	539	8157	71.8109
Mirsharai	9642	3403	617	1335	438	344	0	993	993	7130	73.9473
Rawzan	3178	1284	272	431	154	28	8	122	130	2299	72.3411
Sandwip	5903	2413	176	1160	218	82	17	89	106	4155	70.3879
Chandlaish	5565	2582	398	277	169	251	29	377	406	4083	73.3693
Banshkhali	10150	4301	624	1675	241	417	60	230	290	7548	74.3645
Satkania	14726	6426	573	2132	479	523	113	821	934	11067	75.1528
Anwara	6383	2453	485	855	292	233	85	238	323	4641	72.7088
Patiya	1614	637	134	238	38	78	4	81	85	1210	74.9690
Lohagora	9777	4196	487	1042	53	170	21	220	241	6189	63.3016

 
