   Dump For Table thana from Database dgfpmis_ss8 on 10-22-2018 14:59
thana	ECouple	Pill	Condom	Injectable	IUD	Implant	PerMale	PerFemale	Tpermanent	GrandTotal	CAR	
Bhuapur	7168	3374	659	515	385	559	98	138	236	5728	79.9107
Ghatail	14570	6074	1265	1702	658	707	534	746	1280	11686	80.2059
Basail	14804	5522	1308	2496	1284	424	332	667	999	12033	81.2821
Tangail Sadar	15470	5239	1989	2420	267	1927	305	677	982	12824	82.8959
Kalihati	29520	12706	2786	3456	723	1199	526	2273	2799	23669	80.1795
Modhupur	46451	21571	2480	7102	972	1348	1670	2360	4030	37503	80.7367
Gopalpur	15251	4785	2524	2909	416	559	266	563	829	12022	78.8276
Delduar	9507	4362	814	1087	245	410	70	842	912	7830	82.3604

 
