   Dump For Table thana from Database dgfpmis_ss8 on 10-22-2018 14:37
thana	ECouple	Pill	Condom	Injectable	IUD	Implant	PerMale	PerFemale	Tpermanent	GrandTotal	CAR	
Jhikarghachha	6829	1578	321	1839	573	306	246	712	958	5575	81.6371
Jessore Sadar	66002	21508	5573	14256	3076	2839	2455	3078	5533	52785	79.9748
Sarsa	9721	2892	521	1894	426	442	380	671	1051	7226	74.3339
Keshobpur	9646	3480	361	2404	115	313	383	532	915	7588	78.6647
Bagherpara	15752	6352	1376	2807	686	943	401	898	1299	13463	85.4685
Monirampur	7829	2150	327	2430	39	344	367	867	1234	6524	83.3312
Abhaynagar	4931	1165	644	1124	95	82	92	231	323	3433	69.6208
Chowgachha	2241	725	159	437	108	88	92	269	361	1878	83.8019

 
