   Dump For Table thana from Database dgfpmis_ss8 on 10-22-2018 14:58
thana	ECouple	Pill	Condom	Injectable	IUD	Implant	PerMale	PerFemale	Tpermanent	GrandTotal	CAR	
Bhuapur	7145	3385	678	482	388	551	98	138	236	5720	80.0560
Ghatail	14543	6072	1297	1708	646	677	532	746	1278	11678	80.2998
Basail	14804	5988	825	2496	1285	415	334	668	1002	12011	81.1335
Tangail Sadar	15428	5237	1989	2412	267	1896	305	677	982	12783	82.8558
Kalihati	29516	12725	2811	3465	722	1185	524	2270	2794	23702	80.3022
Modhupur	46451	21505	2424	7044	936	1337	1669	2359	4028	37274	80.2437
Gopalpur	15251	4774	2540	2921	405	553	266	563	829	12022	78.8276
Delduar	9507	4287	805	1075	245	408	70	842	912	7732	81.3295

 
