   Dump For Table thana from Database dgfpmis_ss8 on 10-22-2018 14:18
thana	ECouple	Pill	Condom	Injectable	IUD	Implant	PerMale	PerFemale	Tpermanent	GrandTotal	CAR	
Panchlaish	11705	4167	2073	1271	259	435	133	222	355	8560	73.1311
Rangunia	16566	5548	573	2722	560	525	55	1234	1289	11217	67.7110
Doublemooring	11578	2484	1708	1434	436	110	263	379	642	6814	58.8530
Fatichhari	27553	7607	1131	3987	588	167	39	1383	1422	14902	54.0849
Sitakunda	15315	6665	1067	2258	411	374	34	731	765	11540	75.3510
Rawzan	12199	4110	1218	1665	369	125	4	467	471	7958	65.2349
Sandwip	10179	4271	1361	1235	217	150	0	235	235	7469	73.3766
Chandlaish	5155	1697	192	873	253	104	15	344	359	3478	67.4685
Banshkhali	11769	4221	375	639	133	52	33	265	298	5718	48.5853
Satkania	6633	2493	369	913	171	149	13	159	172	4267	64.3299
Anwara	14350	6429	940	1909	571	276	31	366	397	10522	73.3240
Patiya	12989	5918	722	1543	355	357	18	629	647	9542	73.4622
Lohagora	11086	5106	840	2264	43	19	0	70	70	8342	75.2481

 
