   Dump For Table thana from Database dgfpmis_ss8 on 10-22-2018 14:45
thana	ECouple	Pill	Condom	Injectable	IUD	Implant	PerMale	PerFemale	Tpermanent	GrandTotal	CAR	
Jhikarghachha	7951	1773	606	1953	692	371	293	893	1186	6581	82.7695
Jessore Sadar	66780	20860	5535	14178	3386	4309	2593	3187	5780	54048	80.9344
Sarsa	6380	1885	443	1265	175	197	234	390	624	4589	71.9279
Keshobpur	9726	3486	363	2352	118	409	384	538	922	7650	78.6552
Bagherpara	15048	5557	899	2735	741	1219	426	966	1392	12543	83.3533
Monirampur	8016	2114	358	2522	40	385	368	898	1266	6685	83.3957
Abhaynagar	4970	1131	618	1245	136	112	124	275	399	3641	73.2596
Chowgachha	2194	693	292	354	76	65	34	227	261	1741	79.3528

 
