   Dump For Table thana from Database dgfpmis_ss8 on 10-22-2018 12:24
thana	ECouple	Pill	Condom	Injectable	IUD	Implant	PerMale	PerFemale	Tpermanent	GrandTotal	CAR	
Jhikarghachha	64140	24487	3766	10260	2061	1179	2541	5445	7986	49739	77.5476
Jessore Sadar	135645	46091	9751	25959	4372	3867	4928	8778	13706	103746	76.4835
Sarsa	73660	27144	4340	15124	1606	1072	2024	3596	5620	54906	74.5398
Keshobpur	55747	21086	2665	11034	1372	957	2522	3808	6330	43444	77.9307
Bagherpara	44456	19640	2989	6384	1963	800	1400	4107	5507	37283	83.8649
Monirampur	90748	30424	3811	25324	2847	1856	6183	6066	12249	76511	84.3115
Abhaynagar	53927	18336	3020	11164	1976	829	2001	4442	6443	41768	77.4529
Chowgachha	50578	18248	3335	9112	1822	739	1206	4705	5911	39167	77.4388

 
