   Dump For Table thana from Database dgfpmis_ss8 on 10-22-2018 12:44
thana	ECouple	Pill	Condom	Injectable	IUD	Implant	PerMale	PerFemale	Tpermanent	GrandTotal	CAR	
Panchlaish	30203	10983	3541	3362	1428	1889	784	1667	2451	23654	78.3167
Rangunia	70137	28177	3631	8222	3179	2513	680	6473	7153	52875	75.3882
Doublemooring	44951	16242	6468	4984	1299	1341	726	1917	2643	32977	73.3621
Fatichhari	95146	33997	6227	12334	2777	4360	538	6895	7433	67128	70.5526
Hathazari	70636	29148	6789	4710	2594	1808	443	4637	5080	50129	70.9681
Sitakunda	68840	25827	4628	8719	2431	2529	269	4468	4737	48871	70.9922
Mirsharai	77382	26199	4266	11798	3670	1962	96	5138	5234	53129	68.6581
Rawzan	59638	23708	4096	5865	3485	1876	551	5125	5676	44706	74.9623
Sandwip	53328	21662	1897	9974	1960	495	227	868	1095	37083	69.5376
Boalkhali	43139	18318	2568	4030	2541	2114	492	3816	4308	33879	78.5345
Chandlaish	41948	16484	2956	3411	1936	526	405	4259	4664	29977	71.4623
Banshkhali	78850	30848	4613	11088	1708	1780	994	4132	5126	55163	69.9594
Satkania	66107	27269	3637	7776	1896	1576	607	3950	4557	46711	70.6597
Anwara	45784	19322	2265	4565	2228	1175	600	3169	3769	33324	72.7853
Patiya	92190	35399	5050	8999	3767	3700	816	7436	8252	65167	70.6877
Lohagora	54450	20988	3138	10198	1860	771	331	3823	4154	41109	75.4986

 
