   Dump For Table thana from Database dgfpmis_ss8 on 10-22-2018 12:49
thana	ECouple	Pill	Condom	Injectable	IUD	Implant	PerMale	PerFemale	Tpermanent	GrandTotal	CAR	
Bhurungamari	62711	24302	2523	13333	652	1515	1754	4439	6193	48518	77.3676
Roumari	43960	15003	2166	11270	1829	1013	2077	1383	3460	34741	79.0287
Kurigram Sadar	73959	30601	1867	17914	675	1288	2615	4062	6677	59022	79.8037
Ulipur	101899	44809	2431	22798	2132	1514	1693	2690	4383	78067	76.6121
Nageswari	94608	39447	1997	19597	2012	2020	6563	5072	11635	76708	81.0798
Chilmari	30334	13335	1178	4926	1209	1412	1011	1628	2639	24699	81.4235
Fulbari	37870	13616	1001	8037	663	1318	2109	3519	5628	30263	79.9129
Char Rajibpur	21551	5725	2937	5793	585	701	1105	275	1380	17121	79.4441
Rajarhat	47333	16441	1552	10517	707	1180	1441	2505	3946	34343	72.5561

 
