   Dump For Table thana from Database dgfpmis_ss8 on 10-22-2018 12:51
thana	ECouple	Pill	Condom	Injectable	IUD	Implant	PerMale	PerFemale	Tpermanent	GrandTotal	CAR	
Dighinala	16841	6017	1065	3096	1044	278	717	819	1536	13036	77.4063
Khagrachhari Sadar	18056	6616	590	3294	525	1487	700	878	1578	14090	78.0350
Mahalchhari	8847	3803	247	1269	269	260	459	282	741	6589	74.4772
Panchhari	10513	5546	310	989	154	275	281	261	542	7816	74.3460
Ramgarh	12094	5329	597	1704	437	375	324	349	673	9115	75.3680
Manikchhari	10482	2790	252	2289	337	458	258	1023	1281	7407	70.6640
Matiranga	23563	9283	1242	4261	827	1056	1480	1567	3047	19716	83.6736
Lakshmichhari	5481	2508	163	474	387	87	153	294	447	4066	74.1835

 
