   Dump For Table thana from Database dgfpmis_ss8 on 10-22-2018 13:03
thana	ECouple	Pill	Condom	Injectable	IUD	Implant	PerMale	PerFemale	Tpermanent	GrandTotal	CAR	
Dighinala	17621	7009	821	3073	957	654	873	863	1736	14250	80.8694
Khagrachhari Sadar	18753	7079	804	3222	644	1586	701	877	1578	14913	79.5233
Mahalchhari	9151	4217	224	1330	312	308	534	243	777	7168	78.3302
Panchhari	11009	5690	325	1098	234	467	271	250	521	8335	75.7108
Ramgarh	12451	5634	535	1887	227	408	201	290	491	9182	73.7451
Manikchhari	11369	3592	241	2544	314	548	265	1039	1304	8543	75.1429
Matiranga	24662	9353	1081	4288	724	974	1565	1610	3175	19595	79.4542
Lakshmichhari	5592	2531	147	500	502	153	159	323	482	4315	77.1638

 
