   Dump For Table thana from Database dgfpmis_ss8 on 10-22-2018 12:47
thana	ECouple	Pill	Condom	Injectable	IUD	Implant	PerMale	PerFemale	Tpermanent	GrandTotal	CAR	
Mirzapur	93601	42197	7950	5198	2812	1223	974	12337	13311	72691	77.6605
Nagarpur	65661	29125	4082	6604	1474	2266	380	5002	5382	48933	74.5237
Bhuapur	42555	16281	3856	7014	1034	2479	966	1550	2516	33180	77.9697
Ghatail	101877	44789	7072	14186	1724	3377	3349	5685	9034	80182	78.7047
Basail	37886	15039	2974	4092	1706	1161	1030	2775	3805	28777	75.9568
Tangail Sadar	117844	40793	11388	18965	2510	6238	3101	9622	12723	92617	78.5929
Kalihati	84483	34279	8004	12105	2166	3792	1479	6457	7936	68282	80.8234
Modhupur	112710	50849	4600	15054	944	2288	4320	5653	9973	83708	74.2685
Gopalpur	58112	22764	5233	9679	1091	1725	1776	3088	4864	45356	78.0493
Shakhipur	69728	33554	3762	3906	979	665	1985	4303	6288	49154	70.4939
Delduar	46484	17682	3422	4329	895	1243	551	5364	5915	33486	72.0377

 
