   Dump For Table thana from Database dgfpmis_ss8 on 10-22-2018 12:32
thana	ECouple	Pill	Condom	Injectable	IUD	Implant	PerMale	PerFemale	Tpermanent	GrandTotal	CAR	
Bhurungamari	59034	24287	2038	11213	559	795	978	2777	3755	42647	72.2414
Roumari	40849	17131	2431	7799	1542	396	1048	1343	2391	31690	77.5784
Kurigram Sadar	66085	31303	2199	11574	535	463	1786	3615	5401	51475	77.8921
Ulipur	95877	51781	1522	13879	1267	776	1497	2205	3702	72927	76.0631
Nageswari	86671	44794	1484	10782	1579	589	2478	4011	6489	65717	75.8235
Chilmari	33435	15208	1050	5714	651	256	511	1468	1979	24858	74.3472
Fulbari	34977	15728	739	5279	540	500	1501	3509	5010	27796	79.4694
Char Rajibpur	18430	5959	1832	5283	441	248	494	347	841	14604	79.2404
Rajarhat	43639	18430	1819	7392	500	436	1173	2455	3628	32205	73.7987

 
