   Dump For Table thana from Database dgfpmis_ss8 on 10-22-2018 12:50
thana	ECouple	Pill	Condom	Injectable	IUD	Implant	PerMale	PerFemale	Tpermanent	GrandTotal	CAR	
Sariakandi	52648	19201	3375	10064	2155	3672	1020	4592	5612	44079	83.7240
Sherpur	82866	37170	6537	10407	2150	3211	2878	5865	8743	68218	82.3233
Shibganj	89130	38096	3994	16953	1914	4022	4749	6484	11233	76212	85.5066
Dhunot	66668	27789	4021	11511	2330	2656	2734	4188	6922	55229	82.8418
Dupchanchia	43846	19628	1980	5019	1110	2240	3134	3511	6645	36622	83.5242
Nandigram	43920	24801	1560	2796	449	981	2166	2951	5117	35704	81.2933
Adamdighi	45753	21295	2923	4141	1221	1361	1697	5029	6726	37667	82.3268
Bogra Sadar	93784	36847	9729	11778	2843	6878	2269	6487	8756	76831	81.9234
Kahaloo	55446	25060	3993	4998	1014	3535	3919	3429	7348	45948	82.8698
Gabtali	71632	26567	4195	17278	1074	4085	1280	3642	4922	58121	81.1383
Sonatola	39952	17973	2547	5599	1885	2359	745	2629	3374	33737	84.4438
Shajahanpur	79393	35126	8965	8699	2226	3710	2181	4442	6623	65349	82.3108

 
