   Dump For Table thana from Database dgfpmis_ss8 on 10-22-2018 12:30
thana	ECouple	Pill	Condom	Injectable	IUD	Implant	PerMale	PerFemale	Tpermanent	GrandTotal	CAR	
Naogaon Sadar	60544	28000	2298	6499	1581	727	401	8842	9243	48348	79.8560
Mohadebpur	64188	34027	1692	5495	817	234	1461	7478	8939	51204	79.7719
Manda	87639	46363	1674	7922	2250	610	1424	11812	13236	72055	82.2180
Badalgachhi	46179	19229	2118	5708	1017	282	683	8520	9203	37557	81.3292
Rani Nagar	38278	21020	2204	3089	526	90	1211	3797	5008	31937	83.4343
Patnitola	52224	26324	2173	2938	1335	68	2422	4406	6828	39666	75.9536
Atrai	45046	20589	2539	2803	1688	228	1726	4963	6689	34536	76.6683
Dhamoirhat	40422	21418	1450	3670	903	95	1732	3814	5546	33082	81.8416
Niamatpur	54696	24520	2273	3827	1317	139	2064	6389	8453	40529	74.0987
Porsa	26486	13528	1201	2185	748	37	1193	1658	2851	20550	77.5882
Sapahar	35112	16550	1474	3926	227	164	2343	1533	3876	26217	74.6668

 
