   Dump For Table thana from Database dgfpmis_ss8 on 10-22-2018 12:27
thana	ECouple	Pill	Condom	Injectable	IUD	Implant	PerMale	PerFemale	Tpermanent	GrandTotal	CAR	
Sariakandi	52262	21018	2815	7319	2459	2285	616	4454	5070	40966	78.3858
Sherpur	77910	37272	3814	8699	1657	963	2025	4297	6322	58727	75.3780
Shibganj	87888	40804	3720	11443	1724	1721	3756	5299	9055	68467	77.9026
Dhunot	64676	25820	2153	12798	1453	679	1938	3343	5281	48184	74.5006
Dupchanchia	42392	19745	1562	4897	1427	475	2665	2923	5588	33694	79.4820
Nandigram	43354	22891	965	2812	688	281	1844	2351	4195	31832	73.4234
Adamdighi	44194	21574	2258	4080	1037	475	1078	4585	5663	35087	79.3931
Bogra Sadar	91250	35996	8021	10611	3082	3958	2043	5641	7684	69352	76.0022
Kahaloo	53425	25947	3260	4112	1270	1220	3130	2857	5987	41796	78.2330
Gabtali	73268	28721	3224	14564	1621	2244	1104	3967	5071	55445	75.6742
Sonatola	38356	17038	2082	5362	1348	515	382	2431	2813	29158	76.0194
Shajahanpur	76228	33951	6914	8769	2240	1735	1678	3489	5167	58776	77.1055

 
