   Dump For Table thana from Database dgfpmis_ss8 on 10-22-2018 12:26
thana	ECouple	Pill	Condom	Injectable	IUD	Implant	PerMale	PerFemale	Tpermanent	GrandTotal	CAR	
Mymensingh Sadar	131283	54990	6489	14289	4225	3986	3256	7571	10827	94806	72.2150
Trisal	82387	43099	2848	7354	1400	1193	1343	2565	3908	59802	72.5867
Fulbaria	86759	43968	3074	5815	2184	881	3255	3444	6699	62621	72.1781
Bhaluka	81420	40503	2757	4825	1726	801	2591	4867	7458	58070	71.3215
Muktagacha	87007	42452	3203	7773	1801	1558	2196	4400	6596	63383	72.8482
Gafargaon	85107	37811	4571	7845	4242	538	1096	5898	6994	62001	72.8506
Phulpur	117351	56413	3122	7953	3165	1441	1954	7667	9621	81715	69.6330
Gouripur	63778	29132	1429	6516	940	1013	848	4592	5440	44470	69.7262
Ishwarganj	74363	39174	1956	6147	1836	963	1650	3399	5049	55125	74.1296
Nandail	79952	39399	1097	6063	1232	647	1395	2764	4159	52597	65.7857
Haluaghat	65847	30218	1337	6881	852	636	1868	4743	6611	46535	70.6714
Dhubaura	37725	13743	1848	3747	952	323	1143	2160	3303	23916	63.3956

 
