   Dump For Table thana from Database dgfpmis_ss8 on 10-22-2018 13:02
thana	ECouple	Pill	Condom	Injectable	IUD	Implant	PerMale	PerFemale	Tpermanent	GrandTotal	CAR	
Brahmanbaria Sadar	92641	28152	10442	15851	5280	3673	1057	7516	8573	71971	77.6881
Nasirnagar	55180	21857	3125	6789	823	1441	1221	5131	6352	40387	73.1914
Nabinagar	91780	32602	9548	13373	2664	1949	878	7852	8730	68866	75.0338
Kashba	64123	19263	6225	9683	3281	2395	700	5555	6255	47102	73.4557
Sarail	54219	17630	3817	9069	1752	3361	436	3687	4123	39752	73.3175
Bancharampur	58547	17310	3303	11684	3089	2650	277	5149	5426	43462	74.2344
Akhaura	30025	9953	1717	4590	1247	1075	1053	2631	3684	22266	74.1582
Ashuganj	27961	8226	2715	4200	1891	1238	227	3523	3750	22020	78.7525
Bijoy Nagar	49657	15889	3292	8572	2123	1494	925	3544	4469	35839	72.1731

 
