   Dump For Table thana from Database dgfpmis_ss8 on 10-22-2018 12:47
thana	ECouple	Pill	Condom	Injectable	IUD	Implant	PerMale	PerFemale	Tpermanent	GrandTotal	CAR	
Dherai	38843	13992	4183	3574	1755	663	1806	3380	5186	29353	75.5683
Sunamganj Sadar	40187	15314	3357	7013	1545	1414	751	2927	3678	32321	80.4265
Dharmapasa	41117	16288	3260	5252	1370	192	505	3301	3806	30168	73.3711
Sulla	18916	6856	1938	2209	590	144	813	1852	2665	14402	76.1366
Tahirpur	33060	13074	2355	4314	2011	601	1425	2115	3540	25895	78.3273
Chhatak	50222	17250	5969	5016	2684	224	2463	4467	6930	38073	75.8094
Jogonnathpur	32568	12403	3022	2369	1306	889	1798	3218	5016	25005	76.7778
Jamalganj	27696	11211	2625	3839	1203	39	410	1718	2128	21045	75.9857
Bishwamvarpur	25217	9277	2434	3401	1022	646	1385	1454	2839	19619	77.8007
Dowara Bazar	36866	15875	2053	5823	980	529	1865	1647	3512	28772	78.0448
Sadar (South)	27095	9975	2072	2929	1102	438	1083	2092	3175	19691	72.6739

 
