   Dump For Table thana from Database dgfpmis_ss8 on 10-22-2018 12:36
thana	ECouple	Pill	Condom	Injectable	IUD	Implant	PerMale	PerFemale	Tpermanent	GrandTotal	CAR	
Panchlaish	24722	9111	3061	2832	1144	1243	552	1277	1829	19220	77.7445
Rangunia	69131	26878	3024	8671	2851	2046	530	6670	7200	50670	73.2956
Doublemooring	42946	15829	5832	4684	1292	1463	779	1905	2684	31784	74.0092
Fatichhari	96295	35392	6373	13396	3318	2909	318	6745	7063	68451	71.0847
Hathazari	68693	28669	6139	4516	2578	1757	242	4373	4615	48274	70.2750
Sitakunda	61856	24197	3847	8266	2306	1782	195	4361	4556	44954	72.6752
Mirsharai	73845	25892	3685	11515	3724	1636	78	5577	5655	52107	70.5627
Rawzan	63191	24199	4408	6434	3407	1462	180	5009	5189	45099	71.3693
Sandwip	51975	21124	1869	9597	1921	592	108	803	911	36014	69.2910
Boalkhali	41675	17762	2179	3702	2432	1893	282	3748	4030	31998	76.7798
Chandlaish	40253	16528	2767	3512	2120	732	313	4423	4736	30395	75.5099
Banshkhali	72002	29990	4275	9815	1872	1102	797	4126	4923	51977	72.1883
Satkania	65075	26389	3530	8175	2358	1332	505	3971	4476	46260	71.0872
Anwara	46527	20384	2460	4591	2431	984	533	3377	3910	34760	74.7093
Patiya	89803	36404	5112	9356	3806	2954	494	8033	8527	66159	73.6713
Lohagora	49640	19557	2609	9236	1856	500	189	3431	3620	37378	75.2981

 
