   Dump For Table thana from Database dgfpmis_ss8 on 10-22-2018 13:01
thana	ECouple	Pill	Condom	Injectable	IUD	Implant	PerMale	PerFemale	Tpermanent	GrandTotal	CAR	
Bhurungamari	62227	22429	3586	14108	686	1960	1512	3215	4727	47496	76.3270
Roumari	43744	13583	3336	10877	1810	1186	2036	1236	3272	34064	77.8713
Kurigram Sadar	75063	28785	1783	18286	757	2152	2609	4366	6975	58738	78.2516
Ulipur	103241	43740	3094	19854	2562	3084	1759	2897	4656	76990	74.5731
Nageswari	100149	38288	2870	19413	2173	3292	5320	4213	9533	75569	75.4566
Chilmari	30843	13331	1297	4751	1417	2097	963	1577	2540	25433	82.4596
Fulbari	39488	13587	720	9152	425	1551	1971	3133	5104	30539	77.3374
Char Rajibpur	22422	5904	2941	5764	538	930	1159	310	1469	17546	78.2535
Rajarhat	47607	18744	1697	10771	756	1398	1498	2604	4102	37468	78.7027

 
