   Dump For Table thana from Database dgfpmis_ss8 on 10-22-2018 12:43
thana	ECouple	Pill	Condom	Injectable	IUD	Implant	PerMale	PerFemale	Tpermanent	GrandTotal	CAR	
Katiadi	57404	22544	3733	9988	2501	2358	1484	4379	5863	46987	81.8532
Bhariab Bazar	52361	21811	5394	7844	1749	2024	764	3478	4242	43064	82.2444
Austagram	26951	10563	2149	4321	1659	527	294	2397	2691	21910	81.2957
Kishoreganj Sadar	68272	32155	4478	8321	1670	2465	2528	3958	6486	55575	81.4023
Hossainpur	36835	17232	1796	4751	1504	1611	529	2704	3233	30127	81.7891
Nikli	26683	11856	1818	2658	1974	876	198	2588	2786	21968	82.3296
Bazitpur	44325	20993	3991	4074	1350	1609	1259	2866	4125	36142	81.5386
Pakundia	41513	18774	2814	4754	1383	1785	1761	2145	3906	33416	80.4953
Itna	32888	16058	2390	2943	1247	786	807	2130	2937	26361	80.1539
Kuliarchar	32809	14577	1892	4086	1241	1730	1170	2220	3390	26916	82.0385
Tarail	29375	13660	2411	2188	1022	1109	790	1894	2684	23074	78.5498
Karimganj	52362	24203	2901	6257	2181	2350	1265	3436	4701	42593	81.3433
Mithamoin	23213	10785	1552	2267	888	310	782	1424	2206	18008	77.5772

 
