   Dump For Table thana from Database dgfpmis_ss8 on 10-22-2018 12:42
thana	ECouple	Pill	Condom	Injectable	IUD	Implant	PerMale	PerFemale	Tpermanent	GrandTotal	CAR	
Panchlaish	29934	11102	3645	3396	1385	1727	741	1631	2372	23627	78.9303
Rangunia	69882	27155	3413	7888	2904	2399	650	6422	7072	50831	72.7383
Doublemooring	44756	16147	6501	4900	1253	1284	686	1885	2571	32656	72.9645
Fatichhari	94126	32267	5450	11635	2705	4059	505	6780	7285	63401	67.3576
Hathazari	69564	28757	6491	4553	2517	1752	370	4545	4915	48985	70.4172
Sitakunda	67840	25632	4419	8511	2379	2169	250	4302	4552	47662	70.2565
Mirsharai	76776	25403	3991	11271	3440	1748	91	5023	5114	50967	66.3840
Rawzan	59101	23463	3937	5634	3361	1785	448	5046	5494	43674	73.8972
Sandwip	53179	21343	1778	9606	1834	492	200	861	1061	36114	67.9103
Boalkhali	42915	18052	2366	3914	2463	2006	441	3789	4230	33031	76.9684
Chandlaish	41623	16095	2760	3288	1880	546	364	4234	4598	29167	70.0742
Banshkhali	78599	29586	4045	10197	1650	1664	874	4129	5003	52145	66.3431
Satkania	65501	26511	3351	7284	1901	1498	570	3892	4462	45007	68.7119
Anwara	45083	19110	2083	4328	2125	1004	537	3074	3611	32261	71.5591
Patiya	91616	34754	4780	8511	3592	3486	707	7314	8021	63144	68.9225
Lohagora	54123	20015	3003	10303	1900	726	297	3742	4039	39986	73.8799

 
