   Dump For Table thana from Database dgfpmis_ss8 on 10-22-2018 12:41
thana	ECouple	Pill	Condom	Injectable	IUD	Implant	PerMale	PerFemale	Tpermanent	GrandTotal	CAR	
Bhurungamari	62535	24837	2792	13181	740	1618	1887	3808	5695	48863	78.1370
Roumari	42573	15736	2201	10142	1863	1056	1435	1381	2816	33814	79.4259
Kurigram Sadar	70808	29455	2142	15805	651	849	2312	3911	6223	55125	77.8514
Ulipur	98903	47636	2364	20882	1874	1735	1696	2531	4227	78718	79.5911
Nageswari	89418	40441	1857	16873	2170	1548	4811	4760	9571	72460	81.0351
Chilmari	33152	13905	1246	6285	1087	1114	994	1786	2780	26417	79.6845
Fulbari	36012	14486	915	7263	617	955	2092	3602	5694	29930	83.1112
Char Rajibpur	19952	5503	2473	5852	511	415	720	307	1027	15781	79.0948
Rajarhat	46019	17466	1940	9586	665	939	1375	2391	3766	34362	74.6692

 
