   Dump For Table thana from Database dgfpmis_ss8 on 10-22-2018 13:05
thana	ECouple	Pill	Condom	Injectable	IUD	Implant	PerMale	PerFemale	Tpermanent	GrandTotal	CAR	
Dherai	40770	13626	3355	4663	2097	2148	1913	4129	6042	31931	78.3198
Sunamganj Sadar	43024	14869	2609	6733	1158	3131	715	3635	4350	32850	76.3527
Dharmapasa	44132	17674	2917	6053	1588	3153	561	4051	4612	35997	81.5667
Sulla	19702	6497	1819	2844	678	844	784	1892	2676	15358	77.9515
Tahirpur	36805	13239	2130	5554	1469	2549	1810	2573	4383	29324	79.6740
Chhatak	54892	19337	6636	6406	3122	1041	2861	5316	8177	44719	81.4672
Jogonnathpur	34171	11687	2485	3924	1315	1885	2123	3874	5997	27293	79.8718
Jamalganj	29792	11761	2475	5143	754	1257	461	2085	2546	23936	80.3437
Bishwamvarpur	26894	9758	1957	3876	1008	1344	1675	1769	3444	21387	79.5233
Dowara Bazar	39424	16475	2112	5499	772	1996	1986	2204	4190	31044	78.7439
Sadar (South)	28293	10559	1976	4110	1148	1596	1124	2641	3765	23154	81.8365

 
