   Dump For Table thana from Database dgfpmis_ss8 on 10-22-2018 12:50
thana	ECouple	Pill	Condom	Injectable	IUD	Implant	PerMale	PerFemale	Tpermanent	GrandTotal	CAR	
Mirzapur	94328	42538	7925	5250	2857	1449	1051	12540	13591	73610	78.0362
Nagarpur	66246	29218	4130	6874	1506	2515	392	5129	5521	49764	75.1200
Bhuapur	43250	16310	4024	7197	1074	2658	1021	1609	2630	33893	78.3653
Ghatail	102783	44972	7124	14037	1812	3579	3502	6013	9515	81039	78.8448
Basail	38334	14991	2880	3953	1799	1434	1080	2935	4015	29072	75.8387
Tangail Sadar	120703	41315	11419	19495	2548	6578	3265	10154	13419	94774	78.5183
Kalihati	84967	34441	8136	12224	2097	3847	1512	6599	8111	68856	81.0385
Modhupur	113490	52109	4737	15061	926	2694	4235	5504	9739	85266	75.1308
Gopalpur	58758	22687	5177	9588	1121	1993	1877	3409	5286	45852	78.0353
Shakhipur	70246	34401	3963	4054	1060	931	2037	4451	6488	50897	72.4554
Delduar	46839	17887	3565	4447	951	1340	592	5454	6046	34236	73.0929

 
