   Dump For Table thana from Database dgfpmis_ss8 on 10-22-2018 13:02
thana	ECouple	Pill	Condom	Injectable	IUD	Implant	PerMale	PerFemale	Tpermanent	GrandTotal	CAR	
Dighinala	17577	6962	828	3056	943	631	867	859	1726	14146	80.4802
Khagrachhari Sadar	18705	7037	841	3208	631	1576	700	878	1578	14871	79.5028
Mahalchhari	9176	4209	219	1217	300	296	533	242	775	7016	76.4603
Panchhari	10982	5683	320	1087	231	457	270	251	521	8299	75.5691
Ramgarh	12401	5613	537	1873	228	394	204	287	491	9136	73.6715
Manikchhari	11353	3582	240	2541	312	546	265	1039	1304	8525	75.0903
Matiranga	24614	9442	1084	4282	719	962	1577	1626	3203	19692	80.0033
Lakshmichhari	5605	2546	143	501	493	145	159	323	482	4310	76.8956

 
