   Dump For Table thana from Database dgfpmis_ss8 on 10-22-2018 12:38
thana	ECouple	Pill	Condom	Injectable	IUD	Implant	PerMale	PerFemale	Tpermanent	GrandTotal	CAR	
Bhurungamari	60214	25412	2525	12743	550	1457	1385	3436	4821	47508	78.8986
Roumari	42093	16127	2252	9327	1827	896	1229	1364	2593	33022	78.4501
Kurigram Sadar	69065	30051	2201	15152	624	559	2135	3787	5922	54509	78.9242
Ulipur	97624	48765	2088	19574	1631	1396	1631	2371	4002	77456	79.3411
Nageswari	88565	41519	1677	15688	1838	1254	3938	4441	8379	70355	79.4388
Chilmari	32695	13245	1048	5867	866	1059	936	1765	2701	24786	75.8098
Fulbari	35673	14747	839	6880	582	809	1914	3586	5500	29357	82.2947
Char Rajibpur	19219	5292	2383	5714	463	374	508	310	818	15044	78.2767
Rajarhat	44411	17439	1964	8656	560	805	1377	2580	3957	33381	75.1638

 
