   Dump For Table thana from Database dgfpmis_ss8 on 10-22-2018 12:34
thana	ECouple	Pill	Condom	Injectable	IUD	Implant	PerMale	PerFemale	Tpermanent	GrandTotal	CAR	
Dighinala	15709	6046	1256	3048	1023	109	479	753	1232	12714	80.9345
Khagrachhari Sadar	15875	6528	626	2885	347	575	417	720	1137	12098	76.2079
Mahalchhari	8142	3279	268	1043	208	233	275	341	616	5647	69.3564
Panchhari	9818	5326	163	831	149	327	224	237	461	7257	73.9153
Ramgarh	10202	4228	422	1475	459	305	192	325	517	7406	72.5936
Manikchhari	9369	2746	337	2073	398	277	204	856	1060	6891	73.5511
Matiranga	21477	8730	1043	4246	551	499	740	1323	2063	17132	79.7691
Lakshmichhari	4877	2355	94	421	231	27	59	265	324	3452	70.7812

 
