   Dump For Table thana from Database dgfpmis_ss8 on 10-22-2018 12:59
thana	ECouple	Pill	Condom	Injectable	IUD	Implant	PerMale	PerFemale	Tpermanent	GrandTotal	CAR	
Atghoria	34964	14186	1794	5004	1184	1557	482	1997	2479	26204	74.9457
Pabna Sadar	133515	41476	10349	29938	5122	4029	5482	7276	12758	103672	77.6482
Chatmohor	73530	29978	4973	7411	3150	1911	988	6994	7982	55405	75.3502
Ishwardi	70825	23080	8918	11691	1902	3539	816	5104	5920	55050	77.7268
Faridpur	27549	9170	1708	6312	962	1011	896	1526	2422	21585	78.3513
Sujanagar	61670	19831	3298	11607	4762	2141	635	4967	5602	47241	76.6029
Santhia	90319	34855	5052	21953	2978	2168	1443	5068	6511	73517	81.3970
Bera	56711	24333	3283	9889	2016	1912	794	2858	3652	45085	79.4996
Bhangoora	29136	13094	2796	2543	1161	725	979	1448	2427	22746	78.0684

 
