   Dump For Table thana from Database dgfpmis_ss8 on 10-22-2018 12:57
thana	ECouple	Pill	Condom	Injectable	IUD	Implant	PerMale	PerFemale	Tpermanent	GrandTotal	CAR	
Atpara	25962	12486	751	2687	261	964	1402	1187	2589	19738	76.0265
Kalmakanda	50431	24881	3278	5389	1396	1295	1990	1850	3840	40079	79.4729
Modan	26946	13878	976	2389	506	938	1288	892	2180	20867	77.4401
Purbadhala	55874	23693	1607	8399	1139	1807	1567	2902	4469	41114	73.5834
Kendua	57669	25736	1751	5693	1823	1909	2536	4706	7242	44154	76.5645
Netrokona Sadar	67788	28695	3584	8539	536	2860	2916	3798	6714	50928	75.1283
Durgapur	45336	16978	1963	7828	1709	1656	1948	3590	5538	35672	78.6836
Barhatta	33501	14555	1580	4677	1307	894	1390	2407	3797	26810	80.0275
Mohonganj	31093	13607	1089	3396	1035	775	1411	2735	4146	24048	77.3422
Khaliajhuri	17125	6953	1298	2212	370	312	383	1515	1898	13043	76.1635

 
