   Dump For Table thana from Database dgfpmis_ss8 on 10-22-2018 12:32
thana	ECouple	Pill	Condom	Injectable	IUD	Implant	PerMale	PerFemale	Tpermanent	GrandTotal	CAR	
Mirzapur	89397	41509	6680	4503	2328	407	569	11609	12178	67605	75.6233
Nagarpur	63745	30501	3518	5440	1484	894	323	5621	5944	47781	74.9565
Bhuapur	39999	15769	3512	7059	1247	885	633	1569	2202	30674	76.6869
Ghatail	95426	44660	6051	11728	1517	1172	2347	5233	7580	72708	76.1931
Basail	37193	16558	3400	3099	1126	252	566	2680	3246	27681	74.4253
Tangail Sadar	105722	40790	9216	14053	2048	2252	1651	8810	10461	78820	74.5540
Kalihati	73934	29762	6339	8574	1681	2153	853	5786	6639	55148	74.5909
Modhupur	105218	51934	3145	10044	806	1132	2770	4842	7612	74673	70.9698
Gopalpur	64215	23705	3646	13181	2482	838	1765	2556	4321	48173	75.0183
Shakhipur	64550	32123	2997	3521	1015	346	1639	4519	6158	46160	71.5105
Delduar	45257	17538	3176	3988	954	833	346	4862	5208	31697	70.0378

 
