   Dump For Table thana from Database dgfpmis_ss8 on 10-22-2018 12:31
thana	ECouple	Pill	Condom	Injectable	IUD	Implant	PerMale	PerFemale	Tpermanent	GrandTotal	CAR	
Mirzapur	89047	40871	6376	4198	2192	352	539	11504	12043	66032	74.1541
Nagarpur	63670	30295	3376	5293	1392	798	312	5551	5863	47017	73.8448
Bhuapur	39812	15412	3087	6641	1147	677	590	1560	2150	29114	73.1287
Ghatail	95132	44367	5704	11305	1379	1148	2222	5190	7412	71315	74.9643
Basail	37079	16431	3260	2835	1012	232	535	2637	3172	26942	72.6611
Tangail Sadar	105225	40512	9069	13432	1958	1808	1450	8691	10141	76920	73.1005
Kalihati	73845	29512	6089	8214	1524	1770	810	5758	6568	53677	72.6887
Modhupur	105007	51974	3031	9766	770	1090	2677	4808	7485	74116	70.5820
Gopalpur	63868	23614	3480	12917	2364	708	1702	2547	4249	47332	74.1091
Shakhipur	64482	31872	2884	3346	950	336	1575	4500	6075	45463	70.5049
Delduar	45143	16730	2800	3817	858	614	306	4828	5134	29953	66.3514

 
