   Dump For Table thana from Database dgfpmis_ss8 on 10-22-2018 12:37
thana	ECouple	Pill	Condom	Injectable	IUD	Implant	PerMale	PerFemale	Tpermanent	GrandTotal	CAR	
Jhikarghachha	66207	22608	5230	13626	2589	1902	3031	6739	9770	55725	84.1678
Jessore Sadar	140259	46055	10637	28667	5090	5154	5957	11042	16999	112602	80.2815
Sarsa	77126	26970	5219	17368	1842	1570	2395	4684	7079	60048	77.8570
Keshobpur	56793	20152	2824	12994	1330	1720	2904	4592	7496	46516	81.9045
Bagherpara	44115	17895	2842	6230	1782	2360	1401	3818	5219	36328	82.3484
Monirampur	92619	29649	4250	27039	2185	2539	6559	7181	13740	79402	85.7297
Abhaynagar	55585	17813	3926	13102	1738	1077	2480	5860	8340	45996	82.7489
Chowgachha	53205	17680	3708	9800	1551	1860	1879	5640	7519	42118	79.1617

 
