   Dump For Table thana from Database dgfpmis_ss8 on 10-22-2018 12:29
thana	ECouple	Pill	Condom	Injectable	IUD	Implant	PerMale	PerFemale	Tpermanent	GrandTotal	CAR	
Dherai	36513	13031	3753	3306	1597	24	1019	2461	3480	25191	68.9919
Sunamganj Sadar	37460	14159	3453	5395	1115	675	761	1722	2483	27280	72.8243
Dharmapasa	37320	14889	2306	4172	902	61	334	2255	2589	24919	66.7712
Sulla	17628	6026	1365	2586	567	60	505	1416	1921	12525	71.0517
Tahirpur	30020	11980	2323	3592	1473	41	629	1390	2019	21428	71.3791
Chhatak	47985	13355	4159	5606	2582	118	1543	3078	4621	30441	63.4386
Jogonnathpur	31083	12311	3679	2451	1108	328	794	1901	2695	22572	72.6185
Jamalganj	25542	11159	2398	2901	908	72	174	1048	1222	18660	73.0561
Bishwamvarpur	22644	8019	2658	2844	559	201	786	1047	1833	16114	71.1623
Dowara Bazar	33809	12985	1299	5785	830	50	1371	947	2318	23267	68.8190
Sadar (South)	25960	8918	2653	2826	1085	240	1025	1366	2391	18113	69.7727

 
