   Dump For Table thana from Database dgfpmis_ss8 on 10-22-2018 12:58
thana	ECouple	Pill	Condom	Injectable	IUD	Implant	PerMale	PerFemale	Tpermanent	GrandTotal	CAR	
Mirzapur	94158	41908	8168	5059	2964	1789	1023	11328	12351	72239	76.7210
Nagarpur	64753	28399	4286	6808	1406	2594	357	4667	5024	48517	74.9263
Bhuapur	41951	15880	4150	7494	1038	2592	825	1311	2136	33290	79.3545
Ghatail	101853	43247	7120	14028	1821	3853	3535	5838	9373	79442	77.9967
Basail	38805	14787	3045	3927	2058	1838	902	2914	3816	29471	75.9464
Tangail Sadar	118671	39584	12792	19227	2299	6839	2911	9111	12022	92763	78.1682
Kalihati	85140	33321	8252	12086	1918	3805	1498	6317	7815	67197	78.9253
Modhupur	113151	52737	5597	16056	1103	3572	4373	5895	10268	89333	78.9503
Gopalpur	57784	22136	5008	9285	1315	2289	1879	3645	5524	45557	78.8402
Shakhipur	67811	31623	3871	3757	1056	1523	1820	3657	5477	47307	69.7630
Delduar	47204	18594	4134	4613	1019	1532	634	5194	5828	35720	75.6716

 
