monthid	MCH37	MCH38	MCH39	MCH40	MCH41	MCH42	MCH43	MCH44	MCH45	MCH46	MCH47	MCH48	MCH49	MCH50	MCH51	MCH52	MCH53	MCH54	MCH55	MCH56	MCH57	MCH58	MCH59	MCH60	MCH61	MCH62	MCH63	MCH64	MCH65	MCH66	MCH67	MCH68	MCH69	MCH70	MCH71	MCH72	MCH73	MCH74	MCH75	MCH76	MCH77	MCH78	MCH79	MCH80	MCH81	MCH82	MCH83	MCH84	MCH85	MCH86	MCH87	MCH88	MCH89	MCH90	MCH91	MCH92	MCH93	MCH94	MCH95	MCH96	MCH97	MCH98	MCH99	MCH100	MCH101	MCH102	MCH103	MCH104	MCH105	MCH106	MCH107
2016-01-28	2455	6027	8482	6004	14486	2434	1619	1384	1081	504	97	245	109	88	325	348	526	525	560	587	365	413	66	144	66	31	1	13	412	131	1324	1433	1483	1320	1307	159	862	636	10	627	1641	405	969	162	253	1782	1995	2014	1987	1591	1585	1612	1288	38	4	0	3	2	5	4	1	415	425	514	4219	16640	2758	338	269	238	1207
2016-02-28	2402	5428	7830	7205	15035	2112	1744	1585	1150	577	89	262	231	145	435	427	511	484	345	354	337	428	32	105	32	38	7	4	467	106	1392	1425	1433	1297	1314	124	769	383	20	613	1594	204	1322	164	276	1756	1879	1985	1929	1670	1752	1585	1266	36	9	3	4	4	8	5	7	367	387	483	3030	15369	2165	79	172	129	1206
2016-03-28	1382	6659	8041	6990	15031	2736	1918	1818	1342	627	526	225	205	109	486	442	512	589	407	358	488	506	52	72	52	36	0	1	397	144	1658	1738	1652	1403	1519	72	672	455	17	585	1272	269	1512	162	227	1849	2063	2148	2179	1986	1907	1760	4182	26	9	3	9	5	14	4	21	293	332	285	2590	13350	2136	982	154	115	1177
2016-04-28	1306	6406	7712	6953	14665	1604	1755	1591	1331	554	89	201	240	122	473	455	573	562	334	392	524	485	57	110	57	34	0	2	438	123	1530	1619	1595	1378	1360	79	540	430	25	518	1225	264	1170	269	406	1791	2059	2074	2064	1890	1893	1707	1314	23	14	3	9	1	10	13	2	314	339	285	2017	11695	1549	25	156	127	1212
2016-05-28	1408	5172	6580	5602	12182	1684	1593	1404	1089	604	87	298	233	95	477	405	426	527	385	364	415	448	50	38	50	19	0	1	257	190	1396	1443	1361	1306	1262	53	349	105	10	874	1537	276	1071	196	400	1518	1621	1661	1642	1597	1701	1449	1268	16	5	1	6	4	10	1	1	276	288	199	2364	12603	1999	161	200	118	1194
2016-06-28	1223	4972	6195	5995	12190	1699	1486	1377	1131	533	78	215	240	82	440	410	578	636	403	367	525	562	35	61	35	18	0	1	338	172	1266	1376	1308	1178	1275	88	234	359	13	689	1119	363	1306	193	229	1570	1764	1740	1763	1558	1578	1290	1186	27	6	2	1	0	1	6	5	223	235	176	2050	11445	1326	6	145	201	1163
2016-07-28	1432	5538	6970	6242	13212	1724	1659	1446	1182	665	96	272	283	126	577	486	532	739	513	403	505	655	48	97	48	52	3	24	471	213	1524	1588	1482	1335	1330	89	205	341	21	504	976	346	1320	395	517	1719	1895	1965	2116	1870	2085	1696	1555	22	24	3	3	1	4	5	3	305	317	218	2199	10190	1273	4	204	130	1246
2016-08-28	1783	5683	7466	6521	13987	2003	2005	2036	1460	661	74	300	259	86	699	576	751	846	639	546	590	657	111	193	111	94	54	58	437	179	1697	1612	1640	1471	1473	90	365	420	17	1046	1463	436	1487	311	442	1909	2090	2151	2179	1894	2041	1870	1667	25	12	2	3	6	9	4	17	307	337	436	2111	10729	1914	60	195	121	1274
2016-09-28	1783	5549	7332	6381	13713	1976	1905	1733	1378	650	124	330	287	156	652	584	718	755	701	543	644	674	55	168	55	46	0	4	417	112	1657	1750	1586	1452	1448	193	420	441	9	900	1372	394	1379	277	468	1871	6697	2130	2137	2028	1855	1826	1642	28	15	3	2	2	4	6	4	307	321	339	2382	10766	2081	36	192	111	1269
2016-10-28	1735	5476	7211	6019	13230	2034	2211	1782	1431	665	118	340	301	137	704	678	747	865	625	627	673	744	86	161	86	45	48	7	399	129	1736	1710	1721	1555	1462	128	479	495	17	980	2205	429	1466	272	498	2106	2205	2140	2196	2014	2187	1977	1729	16	8	0	2	2	4	5	0	287	296	387	2774	14873	1373	110	244	75	1270
