   Dump For Table thana from Database dgfpmis_ss8 on 10-22-2018 12:46
thana	ECouple	Pill	Condom	Injectable	IUD	Implant	PerMale	PerFemale	Tpermanent	GrandTotal	CAR	
Bhurungamari	62412	25074	2609	13195	749	1416	1522	3847	5369	48412	77.5684
Roumari	43618	15389	2138	11015	1778	988	1930	1385	3315	34623	79.3778
Kurigram Sadar	72624	30276	2115	17450	682	1088	2547	4010	6557	58168	80.0947
Ulipur	100056	45223	2314	22156	1982	1377	1648	2577	4225	77277	77.2337
Nageswari	94039	40625	2075	19915	2483	1743	6375	4987	11362	78203	83.1602
Chilmari	29963	13172	1176	4942	1116	1104	988	1614	2602	24112	80.4726
Fulbari	37115	14160	966	8010	647	1065	2075	3495	5570	30418	81.9561
Char Rajibpur	20217	5287	2796	4627	564	442	920	273	1193	14909	73.7449
Rajarhat	46622	17341	1937	10157	675	996	1414	2434	3848	34954	74.9732

 
