   Dump For Table thana from Database dgfpmis_ss8 on 10-22-2018 12:55
thana	ECouple	Pill	Condom	Injectable	IUD	Implant	PerMale	PerFemale	Tpermanent	GrandTotal	CAR	
Bhurungamari	61072	22603	2642	14273	596	1595	1476	3069	4545	46254	75.7368
Roumari	43520	13766	3077	11015	1686	1029	1923	1232	3155	33728	77.5000
Kurigram Sadar	73910	28858	1502	17948	661	1741	2561	3951	6512	57222	77.4212
Ulipur	102119	43519	2863	21335	2177	2231	1727	2747	4474	76599	75.0095
Nageswari	99011	38424	2465	19278	1936	2878	5853	4341	10194	75175	75.9259
Chilmari	30217	13061	1183	5007	1163	1652	959	1569	2528	24594	81.3913
Fulbari	38756	13465	849	8727	445	1568	1932	3111	5043	30097	77.6577
Char Rajibpur	21948	6139	3252	5870	526	795	1131	295	1426	18008	82.0485
Rajarhat	46647	17944	1735	10794	604	1333	1536	2578	4114	36524	78.2987

 
