   Dump For Table thana from Database dgfpmis_ss8 on 10-22-2018 13:00
thana	ECouple	Pill	Condom	Injectable	IUD	Implant	PerMale	PerFemale	Tpermanent	GrandTotal	CAR	
Bochaganj	34762	13559	1435	3923	653	1818	1919	4377	6296	27684	79.6387
Kaharole	34504	13488	670	3984	433	2005	1783	5150	6933	27513	79.7386
Fulbari	36417	16013	2125	2025	485	1726	3160	3391	6551	28925	79.4272
Khanshama	41936	15855	650	5949	524	3235	2203	5072	7275	33488	79.8550
Dinajpur Sadar	100364	38010	7766	15156	1210	3833	7681	8215	15896	81871	81.5741
Hakimpur	20354	8178	1662	2114	431	919	1996	1109	3105	16409	80.6181
Birganj	68750	27907	1710	7737	794	4870	3264	8630	11894	54912	79.8720
Ghoraghat	25154	10362	1377	2542	869	1282	1830	1853	3683	20115	79.9674
Birol	55406	22892	1717	5143	1098	3328	2885	7392	10277	44455	80.2350
Chirir Bandar	64339	28206	2087	7127	665	2730	3906	7792	11698	52513	81.6192
Parbatipur	83837	30107	4445	12511	1731	2724	7780	8600	16380	67898	80.9881
Nawabganj	50200	20319	1774	6649	1175	2337	4690	3756	8446	40700	81.0757
Birampur	35610	14970	1955	2614	863	1526	4462	2594	7056	28984	81.3929

 
