   Dump For Table thana from Database dgfpmis_ss8 on 10-22-2018 13:00
thana	ECouple	Pill	Condom	Injectable	IUD	Implant	PerMale	PerFemale	Tpermanent	GrandTotal	CAR	
Dighinala	17439	6789	873	2984	918	510	843	845	1688	13762	78.9151
Khagrachhari Sadar	18551	7041	809	3182	570	1528	704	875	1579	14709	79.2895
Mahalchhari	9062	4168	258	1338	285	257	516	243	759	7065	77.9629
Panchhari	10889	5760	413	1098	218	347	265	248	513	8349	76.6737
Ramgarh	12261	5519	534	1867	225	271	208	275	483	8899	72.5797
Manikchhari	11232	3516	246	2552	302	512	262	1031	1293	8421	74.9733
Matiranga	24514	9383	1142	4311	712	913	1565	1611	3176	19637	80.1052
Lakshmichhari	5582	2533	147	482	473	141	161	321	482	4258	76.2809

 
