   Dump For Table thana from Database dgfpmis_ss8 on 10-22-2018 12:49
thana	ECouple	Pill	Condom	Injectable	IUD	Implant	PerMale	PerFemale	Tpermanent	GrandTotal	CAR	
Jhikarghachha	68303	20796	5899	13356	2277	1762	2716	7159	9875	53965	79.0082
Jessore Sadar	145530	46313	11419	29698	5807	6231	5834	11980	17814	117282	80.5896
Sarsa	78863	25108	5879	18639	1346	2171	2106	5196	7302	60445	76.6456
Keshobpur	58454	19873	2993	13505	1365	2081	2914	4981	7895	47712	81.6232
Bagherpara	46377	18276	2930	6727	1972	2877	1407	4229	5636	38418	82.8385
Monirampur	94411	28918	4227	26449	2551	2578	6323	7896	14219	78942	83.6153
Abhaynagar	57084	16723	3882	12158	1530	1701	2375	6205	8580	44574	78.0849
Chowgachha	55240	17844	4359	10241	1683	1898	2064	6154	8218	44243	80.0923

 
