   Dump For Table thana from Database dgfpmis_ss8 on 10-22-2018 12:48
thana	ECouple	Pill	Condom	Injectable	IUD	Implant	PerMale	PerFemale	Tpermanent	GrandTotal	CAR	
Dighinala	16609	5874	1102	3068	1034	224	660	791	1451	12753	76.7837
Khagrachhari Sadar	17826	6704	692	3072	516	1256	635	827	1462	13702	76.8653
Mahalchhari	8764	3771	214	1256	223	235	396	279	675	6374	72.7293
Panchhari	10380	5662	215	928	130	211	251	258	509	7655	73.7476
Ramgarh	11652	5123	551	1659	434	349	317	337	654	8770	75.2660
Manikchhari	10296	2716	231	2135	371	389	251	989	1240	7082	68.7840
Matiranga	23281	9132	1204	4310	758	967	1328	1501	2829	19200	82.4707
Lakshmichhari	5386	2496	147	461	322	42	132	291	423	3891	72.2429

 
