   Dump For Table thana from Database dgfpmis_ss8 on 10-22-2018 12:57
thana	ECouple	Pill	Condom	Injectable	IUD	Implant	PerMale	PerFemale	Tpermanent	GrandTotal	CAR	
Bhurungamari	61543	22108	2822	13795	611	1738	1506	3067	4573	45647	74.1709
Roumari	43603	13303	3216	11118	1675	1073	1950	1227	3177	33562	76.9718
Kurigram Sadar	74763	29087	1567	18284	710	1878	2575	4295	6870	58396	78.1082
Ulipur	102535	43624	2939	20746	2285	2475	1745	2814	4559	76628	74.7335
Nageswari	99251	38417	2603	19469	1984	2973	5582	4268	9850	75296	75.8642
Chilmari	30320	13144	1200	4881	1236	1803	963	1563	2526	24790	81.7612
Fulbari	39021	13479	816	8910	449	1561	1939	3125	5064	30279	77.5967
Char Rajibpur	22165	5974	2886	5681	542	828	1079	306	1385	17296	78.0329
Rajarhat	47029	18347	1757	10832	635	1307	1488	2554	4042	36920	78.5048

 
