   Dump For Table thana from Database dgfpmis_ss8 on 10-22-2018 13:04
thana	ECouple	Pill	Condom	Injectable	IUD	Implant	PerMale	PerFemale	Tpermanent	GrandTotal	CAR	
Langadu	15232	5033	1327	1836	642	2250	846	791	1637	12725	83.5412
Kawkhali	12005	4689	796	2156	520	1160	251	702	953	10274	85.5810
Rangamati Sadar	19934	7245	1503	2837	1660	2056	598	880	1478	16779	84.1728
Baghaichhari	11687	5606	795	1345	682	684	56	569	625	9737	83.3148
Barkal	7326	3075	355	1250	414	441	319	256	575	6110	83.4016
Naniarchar	9115	3634	451	1321	356	881	437	543	980	7623	83.6314
Jurachhari	4417	1891	263	561	257	355	218	139	357	3684	83.4050
Kaptai	11089	4038	1085	2056	245	905	107	691	798	9127	82.3068
Rajasthali	4711	1964	114	652	160	707	183	156	339	3936	83.5491
Belaichhari	4959	2417	162	692	164	458	20	247	267	4160	83.8879

 
