   Dump For Table thana from Database dgfpmis_ss8 on 10-22-2018 12:40
thana	ECouple	Pill	Condom	Injectable	IUD	Implant	PerMale	PerFemale	Tpermanent	GrandTotal	CAR	
Atghoria	34721	14466	1784	4854	1433	957	589	2256	2845	26339	75.8590
Pabna Sadar	127324	41987	9433	29565	5294	2965	4472	7062	11534	100778	79.1508
Chatmohor	70484	31051	4266	6105	3338	1538	939	7000	7939	54237	76.9494
Ishwardi	69239	24486	7113	11598	2588	2804	902	5211	6113	54702	79.0046
Faridpur	27936	9947	1734	6594	1130	615	1073	1874	2947	22967	82.2129
Sujanagar	59709	21295	3231	10238	4699	2385	600	4854	5454	47302	79.2209
Santhia	87234	35987	3851	19260	3158	2329	1394	4786	6180	70765	81.1209
Bera	54640	24061	3113	8991	1987	1570	834	2545	3379	43101	78.8818
Bhangoora	28396	13124	1914	2677	1212	332	984	1729	2713	21972	77.3771

 
