   Dump For Table thana from Database dgfpmis_ss8 on 10-22-2018 12:46
thana	ECouple	Pill	Condom	Injectable	IUD	Implant	PerMale	PerFemale	Tpermanent	GrandTotal	CAR	
Gangachara	63310	19364	1074	14654	1021	2675	5992	4265	10257	49045	77.4680
Pirganj	91978	40652	3391	14712	3431	1910	4566	5079	9645	73741	80.1724
Pirgachha	73126	27789	2303	16508	2167	1792	3089	4244	7333	57892	79.1675
Badarganj	65773	22347	1754	7264	571	1815	9803	5818	15621	49372	75.0642
Mithapukur	118168	49581	4764	18717	2335	3932	4326	5656	9982	89311	75.5797
Kaunia	48914	17307	1802	11297	888	1242	3305	2826	6131	38667	79.0510
Rangpur Sadar	139712	51010	9578	27207	1509	3186	4784	7423	12207	104697	74.9377
Taraganj	33304	11949	800	3868	421	1515	3773	3052	6825	25378	76.2011

 
