   Dump For Table thana from Database dgfpmis_ss8 on 10-22-2018 12:35
thana	ECouple	Pill	Condom	Injectable	IUD	Implant	PerMale	PerFemale	Tpermanent	GrandTotal	CAR	
Atghoria	33964	14171	1590	5139	1248	767	507	2166	2673	25588	75.3386
Pabna Sadar	123377	42574	9369	27410	4822	2600	3334	6567	9901	96676	78.3582
Chatmohor	68814	30717	3980	5831	2942	1302	805	6648	7453	52225	75.8930
Ishwardi	67542	24367	6866	11593	2540	2144	807	4886	5693	53203	78.7702
Faridpur	27515	9850	1733	6440	1131	312	999	1803	2802	22268	80.9304
Sujanagar	59257	21357	3126	9479	4299	2347	444	4657	5101	45709	77.1369
Santhia	85789	35953	3755	18186	2981	1552	1210	4656	5866	68293	79.6058
Bera	54021	24110	3038	8577	1900	1079	643	2363	3006	41710	77.2107
Bhangoora	27589	12965	1784	2464	1157	162	804	1629	2433	20965	75.9904

 
